matchweek,session_id,session_type,player_id,position,played_match,duration_min,total_distance_m,high_speed_running_m,sleep_hours,prev_load,rpe_load
2,MC02_07_TR07,Field,P06,MID,0,52,3780,531.0,7.19,147.0,156
2,MC02_07_TR07,Field,P07,FWD,0,71,5534,383.0,6.56,168.0,213
2,MC02_07_TR07,Field,P08,MID,0,58,6420,921.0,6.28,147.0,116
2,MC02_07_TR07,Field,P09,FWD,0,70,4784,,4.75,183.0,280
2,MC02_07_TR07,Field,P10,MID,0,63,3618,644.0,4.53,88.0,189
2,MC02_07_TR07,Field,P11,FWD,0,63,6415,651.0,9.01,162.0,126
2,MC02_07_TR07,Field,P12,DEF,0,54,5288,668.0,5.04,135.0,216
2,MC02_07_TR07,Field,P13,GK,0,53,5843,332.0,5.08,147.0,159
2,MC02_07_TR07,Field,P14,MID,0,67,5833,444.0,6.33,165.0,201
2,MC02_07_TR07,Field,P15,MID,0,58,5269,693.0,4.8,124.0,290
2,MC02_07_TR07,Field,P16,FWD,0,72,4080,459.0,6.43,57.0,216
2,MC02_07_TR07,Field,P17,FWD,0,66,4108,828.0,6.51,228.0,264
2,MC02_07_TR07,Field,P18,DEF,0,77,6848,1012.0,7.43,110.0,308
2,MC02_07_TR07,Field,P19,MID,0,59,5333,575.0,8.3,204.0,59
2,MC02_07_TR07,Field,P20,DEF,0,58,7020,373.0,8.01,138.0,116
2,MC02_07_TR07,Field,P21,MID,0,67,4635,357.0,5.8,82.0,201
2,MC02_07_TR07,Field,P22,FWD,0,57,5194,572.0,5.55,141.0,171
2,MC02_07_TR07,Field,P23,DEF,0,56,4383,889.0,8.67,104.0,56
2,MC02_08_M,Match,P01,GK,1,90,10526,925.0,5.1,174.0,270
2,MC02_08_M,Match,P02,DEF,1,90,11324,940.0,4.5,108.0,360
2,MC02_08_M,Match,P03,DEF,0,0,0,0.0,4.5,136.0,0
2,MC02_08_M,Match,P04,DEF,1,90,9288,1670.0,6.74,232.0,450
2,MC02_08_M,Match,P05,DEF,1,90,10885,1014.0,5.81,219.0,360
2,MC02_08_M,Match,P06,MID,0,0,0,0.0,5.77,156.0,0
2,MC02_08_M,Match,P07,FWD,1,90,11491,1274.0,6.14,213.0,450
2,MC02_08_M,Match,P08,MID,0,0,0,0.0,6.08,116.0,0
2,MC02_08_M,Match,P09,FWD,1,90,11371,1541.0,4.71,280.0,450
2,MC02_08_M,Match,P10,MID,1,90,11446,1544.0,5.35,189.0,450
2,MC02_08_M,Match,P11,FWD,0,0,0,0.0,5.52,126.0,0
2,MC02_08_M,Match,P12,DEF,0,0,0,0.0,5.99,216.0,0
2,MC02_08_M,Match,P13,GK,0,0,0,0.0,5.99,159.0,0
2,MC02_08_M,Match,P14,MID,1,90,9993,1538.0,6.97,201.0,360
2,MC02_08_M,Match,P15,MID,1,90,11165,1433.0,7.07,290.0,450
2,MC02_08_M,Match,P16,FWD,0,0,0,0.0,5.54,216.0,0
2,MC02_08_M,Match,P17,FWD,0,0,0,0.0,4.7,264.0,0
2,MC02_08_M,Match,P18,DEF,1,90,10021,1484.0,4.5,308.0,450
2,MC02_08_M,Match,P19,MID,1,90,9978,1675.0,6.52,59.0,360
2,MC02_08_M,Match,P20,DEF,0,0,0,0.0,5.89,116.0,0
2,MC02_08_M,Match,P21,MID,0,0,0,0.0,4.59,201.0,0
2,MC02_08_M,Match,P22,FWD,0,0,0,0.0,4.72,171.0,0
2,MC02_08_M,Match,P23,DEF,0,0,0,0.0,6.25,56.0,0
3,MC03_01_TR01,Gym,P01,GK,0,73,1708,125.0,7.78,270.0,292
3,MC03_01_TR01,Gym,P02,DEF,0,82,2283,18.0,8.61,360.0,164
3,MC03_01_TR01,Gym,P03,DEF,0,85,2732,6.0,7.23,0.0,340
3,MC03_01_TR01,Gym,P04,DEF,0,58,1552,62.0,7.38,450.0,58
3,MC03_01_TR01,Gym,P05,DEF,0,78,1905,86.0,4.8,360.0,312
3,MC03_01_TR01,Gym,P06,MID,0,85,2161,165.0,7.48,0.0,340
3,MC03_01_TR01,Gym,P07,FWD,0,82,1616,50.0,7.88,450.0,164
3,MC03_01_TR01,Gym,P08,MID,0,60,2492,40.0,6.77,0.0,180
3,MC03_01_TR01,Gym,P09,FWD,0,72,3082,160.0,5.24,450.0,216
3,MC03_01_TR01,Gym,P10,MID,0,86,3256,107.0,5.91,450.0,172
3,MC03_01_TR01,Gym,P11,FWD,0,67,2510,90.0,7.88,0.0,134
3,MC03_01_TR01,Gym,P12,DEF,0,78,2713,170.0,4.5,0.0,156
3,MC03_01_TR01,Gym,P13,GK,0,68,1757,21.0,6.82,0.0,204
3,MC03_01_TR01,Gym,P14,MID,0,57,2068,131.0,6.28,360.0,285
3,MC03_01_TR01,Gym,P15,MID,0,65,3380,97.0,6.75,450.0,130
3,MC03_01_TR01,Gym,P16,FWD,0,73,1826,116.0,8.51,0.0,146
3,MC03_01_TR01,Gym,P17,FWD,0,76,1772,7.0,5.48,0.0,304
3,MC03_01_TR01,Gym,P18,DEF,0,85,1927,83.0,7.3,450.0,255
3,MC03_01_TR01,Gym,P19,MID,0,60,1871,17.0,4.95,360.0,300
3,MC03_01_TR01,Gym,P20,DEF,0,62,3117,77.0,7.5,0.0,186
3,MC03_01_TR01,Gym,P21,MID,0,86,3481,162.0,7.92,0.0,172
3,MC03_01_TR01,Gym,P22,FWD,0,60,2361,67.0,6.32,0.0,180
3,MC03_01_TR01,Gym,P23,DEF,0,56,2456,178.0,6.06,0.0,224
3,MC03_02_TR02,Field,P01,GK,0,95,7020,1023.0,,292.0,380
3,MC03_02_TR02,Field,P02,DEF,0,108,9147,1378.0,7.62,164.0,432
3,MC03_02_TR02,Field,P04,DEF,0,95,8898,883.0,6.68,58.0,380
3,MC03_02_TR02,Field,P05,DEF,0,81,10105,761.0,7.83,312.0,243
3,MC03_02_TR02,Field,P06,MID,0,86,6540,1521.0,7.21,340.0,430
3,MC03_02_TR02,Field,P07,FWD,0,78,8898,1045.0,8.37,164.0,312
3,MC03_02_TR02,Field,P08,MID,0,105,7298,1498.0,7.43,180.0,420
3,MC03_02_TR02,Field,P09,FWD,0,86,8148,873.0,7.34,216.0,344
3,MC03_02_TR02,Field,P10,MID,0,95,7650,1230.0,8.61,172.0,95
3,MC03_02_TR02,Field,P11,FWD,0,106,7411,751.0,6.69,134.0,424
3,MC03_02_TR02,Field,P12,DEF,0,87,8972,523.0,8.39,156.0,261
3,MC03_02_TR02,Field,P13,GK,0,81,9928,1376.0,5.95,204.0,405
3,MC03_02_TR02,Field,P14,MID,0,97,9603,668.0,7.37,285.0,485
3,MC03_02_TR02,Field,P15,MID,0,88,8010,1183.0,7.71,130.0,264
3,MC03_02_TR02,Field,P17,FWD,0,80,6526,603.0,6.29,304.0,320
3,MC03_02_TR02,Field,P18,DEF,0,96,8677,1141.0,7.61,255.0,384
3,MC03_02_TR02,Field,P19,MID,0,106,8481,1170.0,6.38,300.0,530
3,MC03_02_TR02,Field,P20,DEF,0,106,6143,538.0,8.48,186.0,424
3,MC03_02_TR02,Field,P21,MID,0,97,9998,1392.0,8.09,172.0,388
3,MC03_02_TR02,Field,P22,FWD,0,88,7581,642.0,6.75,180.0,440
3,MC03_02_TR02,Field,P23,DEF,0,81,8736,618.0,7.13,224.0,324
3,MC03_03_TR03,Gym,P01,GK,0,68,3305,31.0,7.26,380.0,136
3,MC03_03_TR03,Gym,P02,DEF,0,81,1713,110.0,5.54,432.0,324
3,MC03_03_TR03,Gym,P03,DEF,0,71,3372,81.0,6.7,340.0,71
3,MC03_03_TR03,Gym,P04,DEF,0,71,2455,172.0,5.33,380.0,284
3,MC03_03_TR03,Gym,P05,DEF,0,68,1980,42.0,5.16,243.0,204
3,MC03_03_TR03,Gym,P06,MID,0,73,3462,2.0,6.77,430.0,219
3,MC03_03_TR03,Gym,P07,FWD,0,70,2933,11.0,6.06,312.0,280
3,MC03_03_TR03,Gym,P08,MID,0,78,3062,168.0,6.45,420.0,234
3,MC03_03_TR03,Gym,P09,FWD,0,68,3040,117.0,9.17,344.0,204
3,MC03_03_TR03,Gym,P10,MID,0,80,2842,173.0,7.36,95.0,160
3,MC03_03_TR03,Gym,P11,FWD,0,86,2757,151.0,7.1,424.0,258
3,MC03_03_TR03,Gym,P12,DEF,0,71,2418,98.0,5.36,261.0,142
3,MC03_03_TR03,Gym,P13,GK,0,62,2272,36.0,6.69,405.0,186
3,MC03_03_TR03,Gym,P14,MID,0,62,3288,136.0,4.5,485.0,372
3,MC03_03_TR03,Gym,P15,MID,0,63,3103,28.0,5.19,264.0,315
3,MC03_03_TR03,Gym,P16,FWD,0,66,2558,35.0,7.52,146.0,198
3,MC03_03_TR03,Gym,P17,FWD,0,83,3171,32.0,7.46,320.0,249
3,MC03_03_TR03,Gym,P18,DEF,0,81,1793,72.0,5.05,384.0,243
3,MC03_03_TR03,Gym,P19,MID,0,56,2621,86.0,6.33,530.0,112
3,MC03_03_TR03,Gym,P20,DEF,0,68,2461,45.0,6.17,424.0,136
3,MC03_03_TR03,Gym,P21,MID,0,80,1911,83.0,7.4,388.0,160
3,MC03_03_TR03,Gym,P22,FWD,0,66,2221,33.0,5.86,440.0,198
3,MC03_03_TR03,Gym,P23,DEF,0,61,2937,45.0,7.2,324.0,183
3,MC03_04_TR04,Field,P01,GK,0,72,6197,719.0,8.76,136.0,216
3,MC03_04_TR04,Field,P02,DEF,0,70,8642,724.0,7.38,324.0,140
3,MC03_04_TR04,Field,P03,DEF,0,76,9926,847.0,7.11,71.0,304
3,MC03_04_TR04,Field,P04,DEF,0,92,8508,1560.0,4.5,284.0,368
3,MC03_04_TR04,Field,P05,DEF,0,105,9826,1003.0,6.31,204.0,525
3,MC03_04_TR04,Field,P06,MID,0,92,8019,386.0,7.72,219.0,92
3,MC03_04_TR04,Field,P07,FWD,0,92,7508,945.0,7.21,280.0,368
3,MC03_04_TR04,Field,P08,MID,0,86,9180,,5.22,234.0,344
3,MC03_04_TR04,Field,P09,FWD,0,77,9545,1303.0,7.39,204.0,385
3,MC03_04_TR04,Field,P11,FWD,0,94,7585,973.0,6.38,258.0,282
3,MC03_04_TR04,Field,P13,GK,0,102,5892,1145.0,4.83,186.0,408
3,MC03_04_TR04,Field,P14,MID,0,99,5074,1022.0,4.7,372.0,396
3,MC03_04_TR04,Field,P15,MID,0,82,9380,1538.0,7.39,315.0,328
3,MC03_04_TR04,Field,P16,FWD,0,83,7008,1198.0,7.01,198.0,249
3,MC03_04_TR04,Field,P17,FWD,0,99,6210,697.0,5.43,249.0,396
3,MC03_04_TR04,Field,P18,DEF,0,99,9166,784.0,7.26,243.0,396
3,MC03_04_TR04,Field,P19,MID,0,87,8273,923.0,6.24,112.0,261
3,MC03_04_TR04,Field,P20,DEF,0,88,8753,441.0,5.22,136.0,440
3,MC03_04_TR04,Field,P21,MID,0,107,5802,671.0,4.5,160.0,428
3,MC03_04_TR04,Field,P22,FWD,0,73,8257,456.0,7.13,198.0,219
3,MC03_04_TR04,Field,P23,DEF,0,80,7342,702.0,4.81,183.0,320
3,MC03_05_TR05,Field,P01,GK,0,72,6873,829.0,5.87,216.0,216
3,MC03_05_TR05,Field,P02,DEF,0,91,7935,498.0,6.2,140.0,364
3,MC03_05_TR05,Field,P04,DEF,0,69,8201,1297.0,,368.0,414
3,MC03_05_TR05,Field,P05,DEF,0,61,5141,483.0,4.5,525.0,305
3,MC03_05_TR05,Field,P06,MID,0,72,8375,573.0,6.96,92.0,216
3,MC03_05_TR05,Field,P07,FWD,0,97,7565,633.0,6.55,368.0,388
3,MC03_05_TR05,Field,P08,MID,0,67,8991,862.0,6.29,344.0,402
3,MC03_05_TR05,Field,P09,FWD,0,81,7692,753.0,4.5,385.0,324
3,MC03_05_TR05,Field,P10,MID,0,103,8581,925.0,7.46,160.0,412
3,MC03_05_TR05,Field,P11,FWD,0,92,7618,1184.0,6.5,282.0,184
3,MC03_05_TR05,Field,P12,DEF,0,93,5857,1402.0,8.49,142.0,186
3,MC03_05_TR05,Field,P13,GK,0,85,6488,968.0,5.24,408.0,340
3,MC03_05_TR05,Field,P14,MID,0,64,7972,417.0,6.24,396.0,256
3,MC03_05_TR05,Field,P15,MID,0,90,5841,875.0,6.32,328.0,270
3,MC03_05_TR05,Field,P16,FWD,0,80,9090,1135.0,7.21,249.0,320
3,MC03_05_TR05,Field,P17,FWD,0,68,5641,751.0,3.6858304476238235,396.0,272
3,MC03_05_TR05,Field,P18,DEF,0,84,5960,1029.0,7.39,396.0,252
3,MC03_05_TR05,Field,P19,MID,0,82,7364,948.0,7.63,261.0,246
3,MC03_05_TR05,Field,P20,DEF,0,92,5846,693.0,5.89,440.0,276
3,MC03_05_TR05,Field,P21,MID,0,92,8451,1249.0,7.01,428.0,460
3,MC03_05_TR05,Field,P22,FWD,0,78,7718,1001.0,5.15,219.0,390
3,MC03_05_TR05,Field,P23,DEF,0,82,7548,765.0,5.54,320.0,328
3,MC03_06_TR06,Gym,P01,GK,0,56,2460,84.0,6.53,216.0,56
3,MC03_06_TR06,Gym,P02,DEF,0,53,2446,42.0,6.17,364.0,159
3,MC03_06_TR06,Gym,P03,DEF,0,62,2712,55.0,4.77,304.0,186
3,MC03_06_TR06,Gym,P04,DEF,0,60,1928,30.0,5.63,414.0,120
3,MC03_06_TR06,Gym,P05,DEF,0,60,1992,66.0,5.34,305.0,180
3,MC03_06_TR06,Gym,P06,MID,0,45,2400,3.0,5.59,216.0,135
3,MC03_06_TR06,Gym,P07,FWD,0,65,1280,49.0,6.91,388.0,130
3,MC03_06_TR06,Gym,P08,MID,0,62,1556,103.0,4.5,402.0,248
3,MC03_06_TR06,Gym,P09,FWD,0,57,2049,,4.63,324.0,285
3,MC03_06_TR06,Gym,P10,MID,0,72,2083,4.0,4.5,412.0,216
3,MC03_06_TR06,Gym,P11,FWD,0,46,2216,51.0,5.67,184.0,138
3,MC03_06_TR06,Gym,P12,DEF,0,78,1745,83.0,8.68,186.0,156
3,MC03_06_TR06,Gym,P13,GK,0,44,2620,117.0,7.08,340.0,44
3,MC03_06_TR06,Gym,P14,MID,0,64,1404,19.0,6.52,256.0,64
3,MC03_06_TR06,Gym,P15,MID,0,60,2674,114.0,6.29,270.0,180
3,MC03_06_TR06,Gym,P16,FWD,0,59,1589,13.0,4.93,320.0,177
3,MC03_06_TR06,Gym,P17,FWD,0,45,2782,12.0,5.26,272.0,135
3,MC03_06_TR06,Gym,P18,DEF,0,45,2374,81.0,4.97,252.0,135
3,MC03_06_TR06,Gym,P19,MID,0,54,2610,42.0,6.1,246.0,162
3,MC03_06_TR06,Gym,P20,DEF,0,60,1862,62.0,4.5,276.0,240
3,MC03_06_TR06,Gym,P21,MID,0,45,1470,58.0,4.5,460.0,180
3,MC03_06_TR06,Gym,P22,FWD,0,64,2408,33.0,5.58,390.0,192
3,MC03_06_TR06,Gym,P23,DEF,0,68,2296,90.0,4.63,328.0,204
3,MC03_07_TR07,Field,P01,GK,0,84,5264,586.0,6.61,56.0,336
3,MC03_07_TR07,Field,P02,DEF,0,78,7865,421.0,5.16,159.0,312
3,MC03_07_TR07,Field,P03,DEF,0,76,6473,901.0,7.69,186.0,304
3,MC03_07_TR07,Field,P04,DEF,0,64,6806,1107.0,8.5,120.0,64
3,MC03_07_TR07,Field,P05,DEF,0,64,6569,903.0,5.02,180.0,192
3,MC03_07_TR07,Field,P06,MID,0,60,6012,694.0,4.97,135.0,300
3,MC03_07_TR07,Field,P07,FWD,0,61,7580,954.0,4.98,130.0,244
3,MC03_07_TR07,Field,P08,MID,0,88,6248,783.0,5.88,248.0,352
3,MC03_07_TR07,Field,P09,FWD,0,73,7940,742.0,6.15,285.0,292
3,MC03_07_TR07,Field,P10,MID,0,99,8131,486.0,5.12,216.0,396
3,MC03_07_TR07,Field,P11,FWD,0,61,6404,1104.0,4.5,138.0,305
3,MC03_07_TR07,Field,P12,DEF,0,99,9067,861.0,7.83,156.0,297
3,MC03_07_TR07,Field,P13,GK,0,72,5032,407.0,7.18,44.0,144
3,MC03_07_TR07,Field,P14,MID,0,69,7345,781.0,6.17,64.0,207
3,MC03_07_TR07,Field,P15,MID,0,81,8108,457.0,5.71,180.0,243
3,MC03_07_TR07,Field,P16,FWD,0,81,7669,557.0,5.86,177.0,324
3,MC03_07_TR07,Field,P17,FWD,0,68,5570,,5.51,135.0,136
3,MC03_07_TR07,Field,P18,DEF,0,88,6349,459.0,6.49,135.0,352
3,MC03_07_TR07,Field,P19,MID,0,81,7484,516.0,4.5,162.0,324
3,MC03_07_TR07,Field,P20,DEF,0,80,5472,866.0,5.88,240.0,320
3,MC03_07_TR07,Field,P21,MID,0,76,4904,772.0,6.88,180.0,228
3,MC03_07_TR07,Field,P22,FWD,0,72,7950,600.0,4.5,192.0,360
3,MC03_07_TR07,Field,P23,DEF,0,65,5330,582.0,5.02,204.0,260
3,MC03_08_M,Match,P01,GK,1,90,12652,2110.0,6.85,336.0,450
3,MC03_08_M,Match,P02,DEF,1,90,14251,1393.0,5.79,312.0,450
3,MC03_08_M,Match,P03,DEF,0,0,0,0.0,5.91,304.0,0
3,MC03_08_M,Match,P04,DEF,1,90,11793,1630.0,5.87,64.0,450
3,MC03_08_M,Match,P05,DEF,0,0,0,0.0,4.7,192.0,0
3,MC03_08_M,Match,P06,MID,1,90,13773,1457.0,6.71,300.0,450
3,MC03_08_M,Match,P07,FWD,0,0,0,0.0,5.02,244.0,0
3,MC03_08_M,Match,P08,MID,1,90,12913,1975.0,5.71,352.0,450
3,MC03_08_M,Match,P09,FWD,0,0,0,0.0,4.5,292.0,0
3,MC03_08_M,Match,P10,MID,1,90,14326,1678.0,5.27,396.0,540
3,MC03_08_M,Match,P11,FWD,1,90,11600,1301.0,5.82,305.0,450
3,MC03_08_M,Match,P12,DEF,0,0,0,0.0,,297.0,0
3,MC03_08_M,Match,P13,GK,0,0,0,0.0,5.91,144.0,0
3,MC03_08_M,Match,P14,MID,0,0,0,0.0,5.42,207.0,0
3,MC03_08_M,Match,P15,MID,1,90,13765,1146.0,4.5,243.0,630
3,MC03_08_M,Match,P16,FWD,0,0,0,0.0,,324.0,0
3,MC03_08_M,Match,P17,FWD,1,90,11965,1568.0,4.5,136.0,450
3,MC03_08_M,Match,P18,DEF,1,90,12661,1927.0,6.42,352.0,450
3,MC03_08_M,Match,P19,MID,0,0,0,0.0,5.11,324.0,0
3,MC03_08_M,Match,P20,DEF,1,90,13105,2028.0,4.64,320.0,540
3,MC03_08_M,Match,P21,MID,0,0,0,0.0,5.18,228.0,0
3,MC03_08_M,Match,P22,FWD,0,0,0,0.0,5.84,360.0,0
3,MC03_08_M,Match,P23,DEF,0,0,0,0.0,4.5,260.0,0
4,MC04_01_TR01,Gym,P01,GK,0,53,1902,81.0,7.09,450.0,106
4,MC04_01_TR01,Gym,P02,DEF,0,61,2035,121.0,7.19,450.0,183
4,MC04_01_TR01,Gym,P03,DEF,0,66,1960,93.0,8.33,0.0,66
4,MC04_01_TR01,Gym,P04,DEF,0,60,2583,,6.68,450.0,120
4,MC04_01_TR01,Gym,P05,DEF,0,47,1482,20.0,7.7,0.0,94
4,MC04_01_TR01,Gym,P06,MID,0,65,2173,139.0,8.15,450.0,130
4,MC04_01_TR01,Gym,P07,FWD,0,57,2723,76.0,7.88,0.0,114
4,MC04_01_TR01,Gym,P08,MID,0,45,1513,135.0,6.46,450.0,135
4,MC04_01_TR01,Gym,P09,FWD,0,64,1325,10.0,7.76,0.0,192
4,MC04_01_TR01,Gym,P10,MID,0,66,1969,62.0,4.5,540.0,330
4,MC04_01_TR01,Gym,P11,FWD,0,61,2383,106.0,6.63,450.0,244
4,MC04_01_TR01,Gym,P12,DEF,0,46,2038,70.0,5.09,0.0,184
4,MC04_01_TR01,Gym,P13,GK,0,68,2751,19.0,5.89,0.0,272
4,MC04_01_TR01,Gym,P14,MID,0,63,1803,32.0,8.01,0.0,126
4,MC04_01_TR01,Gym,P15,MID,0,58,2374,14.0,5.94,630.0,290
4,MC04_01_TR01,Gym,P16,FWD,0,50,1519,127.0,7.16,0.0,100
4,MC04_01_TR01,Gym,P17,FWD,0,56,2682,18.0,6.09,450.0,168
4,MC04_01_TR01,Gym,P18,DEF,0,51,2067,22.0,4.58,450.0,153
4,MC04_01_TR01,Gym,P19,MID,0,66,1743,46.0,6.37,0.0,264
4,MC04_01_TR01,Gym,P20,DEF,0,46,1424,42.0,6.99,540.0,92
4,MC04_01_TR01,Gym,P21,MID,0,63,2032,47.0,6.48,0.0,252
4,MC04_01_TR01,Gym,P22,FWD,0,66,1602,97.0,5.88,0.0,198
4,MC04_01_TR01,Gym,P23,DEF,0,62,1982,42.0,7.38,0.0,124
4,MC04_02_TR02,Field,P01,GK,0,64,4990,392.0,6.26,106.0,256
4,MC04_02_TR02,Field,P02,DEF,0,66,6131,971.0,6.88,183.0,264
4,MC04_02_TR02,Field,P03,DEF,0,72,6075,378.0,6.78,66.0,360
4,MC04_02_TR02,Field,P04,DEF,0,69,6909,1033.0,5.58,120.0,345
4,MC04_02_TR02,Field,P05,DEF,0,63,5742,760.0,8.82,94.0,189
4,MC04_02_TR02,Field,P06,MID,0,60,5897,1112.0,,130.0,180
4,MC04_02_TR02,Field,P07,FWD,0,75,6839,813.0,6.74,114.0,225
4,MC04_02_TR02,Field,P08,MID,0,82,4871,437.0,6.15,135.0,328
4,MC04_02_TR02,Field,P09,FWD,0,83,8125,891.0,7.22,192.0,332
4,MC04_02_TR02,Field,P10,MID,0,83,7413,801.0,7.24,330.0,249
4,MC04_02_TR02,Field,P11,FWD,0,78,7227,388.0,9.34,244.0,156
4,MC04_02_TR02,Field,P12,DEF,0,76,5042,1064.0,7.46,184.0,304
4,MC04_02_TR02,Field,P13,GK,0,70,4787,757.0,6.77,272.0,280
4,MC04_02_TR02,Field,P14,MID,0,60,6275,486.0,7.74,126.0,180
4,MC04_02_TR02,Field,P15,MID,0,89,7186,1200.0,6.84,290.0,356
4,MC04_02_TR02,Field,P16,FWD,0,61,4835,843.0,7.05,100.0,244
4,MC04_02_TR02,Field,P17,FWD,0,72,8151,1224.0,7.01,168.0,288
4,MC04_02_TR02,Field,P18,DEF,0,81,7680,496.0,6.94,153.0,324
4,MC04_02_TR02,Field,P19,MID,0,73,7691,700.0,4.5,264.0,365
4,MC04_02_TR02,Field,P20,DEF,0,66,5189,986.0,8.53,92.0,132
4,MC04_02_TR02,Field,P21,MID,0,69,6583,530.0,7.02,252.0,207
4,MC04_02_TR02,Field,P22,FWD,0,75,6996,685.0,8.06,198.0,300
4,MC04_02_TR02,Field,P23,DEF,0,67,5622,995.0,7.78,124.0,201
4,MC04_03_TR03,Gym,P01,GK,0,47,2564,8.0,5.3,256.0,188
4,MC04_03_TR03,Gym,P02,DEF,0,59,1886,51.0,6.87,264.0,177
4,MC04_03_TR03,Gym,P03,DEF,0,58,1398,142.0,5.37,360.0,232
4,MC04_03_TR03,Gym,P04,DEF,0,50,2650,140.0,7.34,345.0,50
4,MC04_03_TR03,Gym,P05,DEF,0,55,2341,102.0,6.24,189.0,220
4,MC04_03_TR03,Gym,P06,MID,0,69,1378,77.0,7.19,180.0,138
4,MC04_03_TR03,Gym,P07,FWD,0,56,2180,52.0,6.66,225.0,168
4,MC04_03_TR03,Gym,P08,MID,0,45,1614,5.0,6.5,328.0,90
4,MC04_03_TR03,Gym,P09,FWD,0,53,1638,123.0,4.5,332.0,212
4,MC04_03_TR03,Gym,P10,MID,0,45,2659,56.0,5.26,249.0,180
4,MC04_03_TR03,Gym,P11,FWD,0,53,1724,49.0,4.5,156.0,212
4,MC04_03_TR03,Gym,P12,DEF,0,47,1666,113.0,5.44,304.0,188
4,MC04_03_TR03,Gym,P13,GK,0,46,2006,119.0,7.53,280.0,92
4,MC04_03_TR03,Gym,P14,MID,0,58,1308,114.0,7.41,180.0,174
4,MC04_03_TR03,Gym,P15,MID,0,49,1894,18.0,6.71,356.0,147
4,MC04_03_TR03,Gym,P16,FWD,0,64,1308,139.0,7.8,244.0,64
4,MC04_03_TR03,Gym,P17,FWD,0,56,2432,5.0,8.43,288.0,56
4,MC04_03_TR03,Gym,P18,DEF,0,47,2270,115.0,7.55,324.0,94
4,MC04_03_TR03,Gym,P19,MID,0,57,2570,52.0,8.12,365.0,114
4,MC04_03_TR03,Gym,P20,DEF,0,47,2562,6.0,7.41,132.0,141
4,MC04_03_TR03,Gym,P21,MID,0,69,1828,127.0,6.99,207.0,207
4,MC04_03_TR03,Gym,P22,FWD,0,55,2577,134.0,6.82,300.0,165
4,MC04_03_TR03,Gym,P23,DEF,0,63,2004,7.0,7.48,201.0,126
4,MC04_04_TR04,Field,P01,GK,0,72,4683,486.0,6.69,188.0,360
4,MC04_04_TR04,Field,P02,DEF,0,76,6029,784.0,6.1,177.0,304
4,MC04_04_TR04,Field,P03,DEF,0,84,4528,1056.0,9.2,232.0,168
4,MC04_04_TR04,Field,P04,DEF,0,64,5025,1183.0,5.94,50.0,320
4,MC04_04_TR04,Field,P05,DEF,0,75,5622,875.0,7.09,220.0,225
4,MC04_04_TR04,Field,P06,MID,0,88,4926,667.0,6.45,138.0,264
4,MC04_04_TR04,Field,P07,FWD,0,76,5746,888.0,6.0,168.0,380
4,MC04_04_TR04,Field,P08,MID,0,75,6395,615.0,6.37,90.0,300
4,MC04_04_TR04,Field,P09,FWD,0,67,5979,1193.0,5.65,212.0,268
4,MC04_04_TR04,Field,P10,MID,0,67,5696,458.0,7.24,180.0,201
4,MC04_04_TR04,Field,P11,FWD,0,77,6242,490.0,5.85,212.0,231
4,MC04_04_TR04,Field,P12,DEF,0,67,6284,1043.0,8.06,188.0,268
4,MC04_04_TR04,Field,P13,GK,0,87,6662,1186.0,9.5,92.0,174
4,MC04_04_TR04,Field,P14,MID,0,69,5814,964.0,6.1,174.0,276
4,MC04_04_TR04,Field,P15,MID,0,73,6538,1158.0,5.23,147.0,292
4,MC04_04_TR04,Field,P16,FWD,0,78,4748,881.0,7.41,64.0,234
4,MC04_04_TR04,Field,P17,FWD,0,61,6677,939.0,9.15,56.0,61
4,MC04_04_TR04,Field,P18,DEF,0,86,7269,711.0,5.65,94.0,344
4,MC04_04_TR04,Field,P19,MID,0,86,7973,681.0,6.11,114.0,344
4,MC04_04_TR04,Field,P20,DEF,0,85,4724,771.0,7.67,141.0,255
4,MC04_04_TR04,Field,P21,MID,0,71,5196,527.0,6.82,207.0,213
4,MC04_04_TR04,Field,P22,FWD,0,69,5936,570.0,6.67,165.0,207
4,MC04_04_TR04,Field,P23,DEF,0,70,4562,690.0,6.63,126.0,280
4,MC04_05_TR05,Field,P01,GK,0,61,5787,391.0,7.57,360.0,183
4,MC04_05_TR05,Field,P02,DEF,0,78,6417,625.0,7.07,304.0,312
4,MC04_05_TR05,Field,P03,DEF,0,75,5575,311.0,7.62,168.0,150
4,MC04_05_TR05,Field,P04,DEF,0,55,6394,872.0,6.47,320.0,220
4,MC04_05_TR05,Field,P05,DEF,0,85,7716,888.0,5.86,225.0,340
4,MC04_05_TR05,Field,P06,MID,0,78,6686,1108.0,6.66,264.0,234
4,MC04_05_TR05,Field,P07,FWD,0,55,5901,839.0,6.65,380.0,275
4,MC04_05_TR05,Field,P08,MID,0,59,5675,618.0,6.76,300.0,177
4,MC04_05_TR05,Field,P09,FWD,0,72,6392,533.0,4.95,268.0,288
4,MC04_05_TR05,Field,P10,MID,0,59,6417,881.0,6.38,201.0,177
4,MC04_05_TR05,Field,P11,FWD,0,58,7286,423.0,6.16,231.0,174
4,MC04_05_TR05,Field,P12,DEF,0,72,6069,526.0,7.44,268.0,144
4,MC04_05_TR05,Field,P13,GK,0,70,4193,985.0,4.8,174.0,350
4,MC04_05_TR05,Field,P14,MID,0,60,5658,1030.0,5.39,276.0,300
